study_id,kri_section,kri_number,kri_label,kri_code,iqmp_risk_id,moderate_threshold,high_threshold,relative_score_direction,weight,applicable_visits,forms_variables,logic_summary,corrective_action,status,retirement_date,comment,associated_qtl
C1071003,study_specific,3,Missed Lab - UPEP/UIFE,,"Risk IDs: 10666, 10668 (KRI_MISSED_UPEP_UIFE) Rationale: UPEP and UIFE are supporting disease response assessments per IMWG criteria for primary efficacy endpoint.",>5% < 15% missing,> or = 15% missing,,High,,"LABORATORY DATA – UPEP, UIFE
LB001_14 (UPEP), LB001_27 (UPEP), LB001_13 (UIFE)
LBDTC_001
LBORRES_001
LBSTAT_001
LBTEST_001 (for UPEP)
LBREASND_001 (for UPEP)


CDS01-RF02","For randomized subjects only, and subjects with measurable disease in urine at baseline:
10021002,10031004,10031016,10111001,10151001,
10151003,10151008,10161004,10171001,10191004,
10251001,10321001,10321005,10321006,10671003,
10681001,10771001,10771002,10801001,10801002,
10901001,10901007,10901009,10901010,11001005,
11021008,11091002,11101003,11111002,11171003,
11171006,11171007,11241001,11301002,10101003,
10121001,10121002,10461001,10461002,10461006,
10461008,10511001,10561008,10821005,11041001,
11041004,11061002,11061005,11061006
For Screening visit, CxD1, EOT and any LTDA performed. Assessment will be marked as missed when the
tests for efficacy have been marked as NOT DONE:
- assessment marked as ‘Not Done’ (except if ‘total protein too low to fractionate’)
- or the form is marked as NOT DONE, NOT APPLICABLE, UNKNOWN.
For UPEP we will only look at test = M-Spike
For UIFE, we will count the assessment missed for the visit if any or both of the Heavy or Light chain is not
collected.
We will count it completed if both Heavy and Light chains are collected.
If either UPEP or UIFE is Done, this is sufficient to not mark as missed; if both UPEP and UIFE are not done,
then this will be considered missed assessment.
If either of Screening or Cycle 1 Day 1 is completed; we will not mark missed.","Contact site to investigate root cause for missed UPEP and UIFE assessments. Ensure understanding of
protocol requirements for UPEP and UIFE collection, and importance of compliance. Take any further
appropriate mitigations.


CDS01-RF02",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
C1071003,study_specific,4,Missed Lesions / Imaging Details,,"Risk IDs: 10666, 10668 at Screening Rationale: Imaging response is supporting (KRI_MISSED_TUT_MOCAR_SCR) disease response assessments per IMWG criteria for primary efficacy endpoint.",>5% < 15% missing,> or = 15% missing,,High,,"BASELINE TUMORS – PROMPT (TUTMM001)
BIDIMENSIONAL TARGET LESION ASSESSMENT – BASLINE (TUTMM003)
NON-TARGET LESIONS – BASELINE (TUTMM006)
IMAGING (MOCAR007)
X_TUORRES_TRGEXM_TAR_001, X_TUORRES_TRGEXM_NTAR_001
Y_MODTC_007, MOMETHOD_007
Y_TRDTC_003
TRORRES_LDIAM_003
TRORRES_LPERP_003
Y_TRMETHOD_003
TULOC_003
SUPPTU_TMMSITE_003
Y_TRDTC_006
Y_TRMETHOD_006
TULOC_006
SUPPTU_TMMSITE_006


CDS01-RF02","For randomized subjects only.
At Screening.
Assessment will be marked as missed for any subject:
- with missed Tumor prompt details at Screening (form marked as NOT DONE, NOT APPLICABLE,
UNKNOWN)
- No lesions reported at Screening on the Tumor Prompt but no Screening imaging completed (imaging
form marked as NOT DONE, NOT APPLICABLE, UNKNOWN)
- Target Lesions ‘Yes’ on Tumor Prompt but not at least 1 Target Lesion with all details at screening
- Non Target Lesions ‘Yes’ on Tumor Prompt but not at least 1 Non Target Lesion with all details at
screening.","Contact site to investigate root cause for missed lesion details or imaging details at Screening. Ensure
understanding of protocol requirements for baseline imaging, and importance of compliance. Take any
further appropriate mitigations.",retired,KRI F/U11,"07-Jul-22: KRI disabled at KRI F/U11 analysis due to last subject enrolled 07-Jan-2022 and no further
screening imaging details expected since.",
C1071003,study_specific,5,Missed Bone Marrow Aspirate,,Risk IDs: 10668 Details (KRI_MISSED_BMA) Rationale: Bone Marrow assessments are supporting disease response assessments per IMWG criteria for primary efficacy endpoint. CDS01-RF02,>5% < 15% missing,> or = 15% missing,,High,,"LABORATORY DATA - BONE MARROW ASPIRATE - LB001_20, LB001_30
LBDTC_001
LBORRES_001
LBSTAT_001
LBREASND_001","For randomized subjects only.
For Screening Visit, and for the first Disease Assessment with IMWG form = CR.
Assessment will be marked as missed when data for BMA have been marked as NOT DONE:
• Limit to plasma cell % only
• plasma cell % assessment marked as ‘Not Done’ (except if ‘SAMPLE NOT ADEQUATE FOR
EVALUATION’)
• or the form is marked as NOT DONE, NOT APPLICABLE, UNKNOWN.","Contact site to investigate root cause for missed BMA assessments. Ensure understanding of protocol
requirements for BMA collection, and importance of compliance. Take any further appropriate mitigations.",active,,"Study Management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C1071003,study_specific,6,Missed Bone Marrow Biopsy,,Risk ID: 10668 Details (KRI_MISSED_BMB) Rationale: Bone Marrow assessments are supporting disease response assessments per IMWG criteria for primary efficacy endpoint.,>10% and < 25% missing,> or = 25% missing,,High,,"LABORATORY DATA - BONE MARROW BIOPSY – LB001_17, LB001_29
LBDTC_001
LBORRES_001
LBSTAT_001
LBREASND_001","For randomized subjects only.
For Screening Visit, and for the first Disease Assessment with IMWG form = sCR.
Assessment will be marked as missed when data for BMB have been marked as NOT DONE:
• Limit to plasma cell % only
• plasma cell % assessment marked as ‘Not Done’ (except if ‘SAMPLE NOT ADEQUATE FOR
EVALUATION’)
• or the form is marked as NOT DONE, NOT APPLICABLE, UNKNOWN.","Contact site to investigate root cause for missed BMB assessments. Ensure understanding of protocol
requirements for BMB collection, and importance of compliance. Take any further appropriate mitigations.


CDS01-RF02",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
C1071003,study_specific,7,Missed Hospitalization Details -,,"Risk ID: no specific risk ID, as per IQMP C1D1 & C1D4 Rationale: Safety; hospitalizations at Cycle (KRI_MISSED_HOSP_C1D1_C1D4) 1 are mandatory for safety surveillance.",>5% < 15% missing,> or = 15% missing,,High,,"HOSPITALIZATION DETAILS - C1D1 and C1D4 - HOHOS007_3, HOHOS007_4
HOSTDTC_007","For randomized subjects only.
- For C1D1, hospitalization will be flagged as missed when the form has been marked as NOT DONE, NOT
APPLICABLE, or UNKNOWN.
- For C1D4,
o hospitalization will be marked as not expected if C1D1 hospitalization was prolonged to after C1D4 (i.e.
HOENDTC_007 for hospitalization C1D1 > SVSDTC_001 for C1D4)
o else hospitalization will be flagged as missing when the form has been marked as NOT DONE, NOT
APPLICABLE, or UNKNOWN
(For 10031001, 10071001, 10681001, 10681002, enrolled prior to protocol amendment 6, only check if
C1D1 hospitalization was done).


CDS01-RF02","Contact site to investigate root cause for missed C1D1 and/or C1D4 hospitalization. Ensure understanding of
protocol requirements for hospitalization at Cycle 1. Take any further appropriate mitigations.",retired,KRI F/U11,"07-Jul-22: KRI disabled at KRI F/U11 analysis due to last subject enrolled 07-Jan-2022; all subjects having
completed C1D4 in January-2022 (no further C1D1 nor C1D4 hospitalization expected since January-2022).",
C1071003,study_specific,8,• Missed Neurological Examinations,,"Risk ID: no specific risk ID, as per IQMP (KRI_MISSED_NEURO_EXAM) Rationale: Safety; peripheral neuropathy is an important potential risk of elranatamab.",>5% < 15% missing,> or = 15% missing,,High,,"NEUROLOGICAL EXAMINATION - NVNE001, NVNE001_1
NVDTC_001
NVORRES_ASSESS_001
NVSTAT_001


CDS01-RF02","For randomized subjects.
For visits Screening, every CxD1, C1D4, C1D8, C1D15, C1D22, C2D8, C2D15, C2D22, C3D8, C3D15, C3D22,
C4D15, C5D15, C6D15, EOT, FUP.
Assessment will be marked as missed when NVSTAT = NOT DONE or site entered a form level comment of
NOT DONE, UNKNOWN OR NOT APPLICABLE
(note that for subjects enrolled in the study prior to PA6, their schedule is adjusted based on the date of
reconsent into PA6)","Contact site to investigate root cause for missed neurological examinations. Ensure understanding of
protocol requirements for neurological assessments, including timepoints and tests to be performed. Take
any further appropriate mitigations.",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
C1071003,study_specific,9,• Missed Pharmacokinetics Points,,"Risk ID: no specific risk ID, as per (KRI_MISSED_PC001) IQMPRationale: Evaluation of PK is secondary endpoint.",>10% and < 25% missing,> or = 25% missing,,High,,"PHARMACOKINETICS (POINT)
PC001_3 (C1D1)*
PC001_4 (C1D4)
PC001 (C1D8)*
PC001_1 (C1D15, C1D22, C2D1, C3D1, C4D1, C7D1, C10D1, C13D1….every 3rd cycle)
PC001_2_1 (EOT)
[* For subjects 10031001, 10071001, 10681001, 10681002, PC001 was completed at C1D1 and C1D8;
PC001_3 and PC001_4 were not used]
X_PCSTAT_PCALL_FRM_001
X_PCSTAT_PCALL_SMP_001
PCDTC_001","For randomized subjects only.
For C1D1, C1D4, C1D8, C1D15, C1D22, C2D1, C3D1, and every 3rd CxD1 starting from Cycle 4 (C4D1, C7D1,
C10D1 etc…) visits and EOT. Flag PK missed when X_PCSTAT_PCALL_FRM_001 = NOT DONE or
X_PCSTAT_PCALL_SMP_001= NOT DONE or the form was marked as NOT DONE, UNKNOWN OR NOT
APPLICABLE.
(note that for the 4 subjects enrolled in the study prior to PA6, C1D4 PK was not expected)","Contact site to investigate root cause for missed PK samples. Ensure understanding of protocol
requirements for PK sampling. Take any further appropriate mitigations.",active,,"Study Management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C1071003,study_specific,10,• Missed Pharmacodynamics - ADA,,"Risk ID: no specific risk ID, as per IQMP NAB (KRI_MISSED_ADA) Rationale: Evaluation of immunogenicity (ADAs and Nabs against elranatamab) is secondary endpoint.",>10% and < 25% missing,> or = 25% missing,,High,,"PHARMACODYNAMICS (POINT) - ADA NAB - Z_LABD001
PHARMACODYNAMICS (POINT) - ADA NAB 2 - Z_LABD001_3_1
Z_LABDLBND_001
Z_LABDLAMSMND_001
Z_LABDLBSTDTC_001","For randomized subjects only.
For C1D1, C2D1, C3D1, C4D1 and every 3rd cycle thereafter (C7D1, C10D1 etc…) and EOT visits.
Flag when Z_LABDLBND_001= NOT DONE or Z_LABDLABSMND_001= NOT DONE or the form is marked as
NOT DONE, UNKNOWN OR NOT APPLICABLE.","Contact site to investigate root cause for missed ADA - NAB samples. Ensure understanding of protocol
requirements for Pharmacodynamics ADA - NAB sampling. Take any further appropriate mitigations.",active,,"Study Management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C1071003,study_specific,11,• Missed Pharmacodynamics -,,"Risk ID: no specific risk ID, as per IQMP sBCMA (KRI_MISSED_SBCMA) Rationale: Exploratory pharmacodynamics analysis",>10% and < 25% missing,> or = 25% missing,,High,,"PHARMACODYNAMICS (POINT) – sBCMA 1, sBCMA 2, sBCMA 3, sBCMA 4, sBCMA 5, sBCMA 6, sBCMA 7
Z_LABD001_1 (sBCMA 1)
Z_LABD001_2 (sBCMA 2)
Z_LABD001_1_1 (sBCMA 3)
Z_LABD001_1_2 (sBCMA 4)
Z_LABD001_6 (sBCMA 5)
Z_LABD001_4 (sBCMA 6)
Z_LABD001_5 (sBCMA 7)
[* For subjects 10031001, 10071001, 10681001, 10681002 enrolled prior to protocol amendment 6 did not
have C1D4; in addition for these subjects, at C1D1 and C1D8 Z_LABD001_2 was completed, rather than
Z_LABD001_6 and Z_LABD001_5]
Z_LABDLBND_001
Z_LABDLABSMND_001","For randomized subjects only.
For Scr, C1D1, C1D4, C1D8, C1D15, C2D1, C2D15, C3D1, C7D1, C10D1 and every 3rd CxD1 starting from Cycle
10 (C13D1 etc…) visits and EOT.
Flag sBCMA missing when Z_LABDLBND_001= NOT DONE or Z_LABDLABSMND_001_1= NOT DONE or the
form is marked as NOT DONE, UNKNOWN OR NOT APPLICABLE.","Contact site to investigate root cause for missed sBCMA samples. Ensure understanding of protocol
requirements for Pharmacodynamics sBCMA sampling. Take any further appropriate mitigations.",active,,"Study Management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C1071003,study_specific,12,• Missing Assessment of Cytokine,,"Risk ID: no specific risk ID, as per IQMP Release Syndrome Rationale: Safety and Tolerability; (KRI_MISS_CRS) secondary endpoint.",>10% and < 25% missing,> or = 25% missing,,High,,"ASSESSMENT OF CYTOKINE RELEASE SYNDROME - FACRS043, FACRS043_1
Y_FADTC_043
FAORRES_OCCUR_043
FAORRES_SYMSTDTC_043","For randomized subjects.
Assessment will be marked as missing when:
- CRS entry is reported (Y_FADTC_043 is present), but all symptoms for Fever, Hypoxia, Hypotension) are
marked as ‘No’ (FAORRES_OCCUR_043)
- Any symptom marked as ‘Yes’ for which FAORRES_SYMSTDTC_043 is missing.","Contact site to investigate root cause for missed assessment of CRS. Ensure understanding of protocol
requirements for monitoring CRS and collecting CRS symptoms. Take any further appropriate mitigations.",retired,KRI F/U19,CDS01-RF02,
C1071003,study_specific,13,Out-of-Window Pre-Dose PK,,"Risk ID: no specific risk ID, as per IQMP Sampling (KRI_PK_PRE_OOW) Rationale: Evaluation of PK is secondary endpoint.",>5% and < 15% out-of-window,> or = 15% out-of-window,,High,,"PHARMACOKINETICS (POINT) (PK) - PC001, PC001_1, PC001_3, PC001_4
PCTPT_001, PCDTC_001
TREATMENT – EC001_4_1, EC001_4_3, EC001_4_4, EC001_4_2, EC001_4_5
ECSTDTC_001","For all visits where pre-dose PK is expected: visits C1D1, C1D4, C1D8, C1D15, C1D22, C2D1, C3D1, and every
3rd CxD1 starting from Cycle 4 (C4D1, C7D1, C10D1 etc…).
PK will be marked as out-of-window when not collected prior to the dosing on the same day (At PCTPT_001
= 0 HR; PCDTC_001 is not before ECSTDTC_001)","Contact site to investigate root cause for out-of-window pre-dose PK sampling. Ensure understanding of
protocol requirements for PK sampling. Take any further appropriate mitigations.",active,,"Study Management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
